x_,y_,t_
4333275.349157695,3401133.92238111,2024-10-04T09:00:36Z
4333275.39834214,3401115.004222504,2024-10-04T10:00:36Z
4333284.648129398,3401112.8022802463,2024-10-04T11:00:11Z
4333266.125435356,3401126.108845537,2024-10-04T12:00:38Z
4333272.734059642,3401123.9001105307,2024-10-04T13:00:10Z
4333268.760787715,3401128.341282459,2024-10-04T14:00:36Z
4333274.040163626,3401129.4676620625,2024-10-04T15:00:36Z
4333295.192416658,3401120.6192445783,2024-10-04T16:00:13Z
4333265.427570124,3401140.573980231,2024-10-04T17:00:16Z
4333275.36651692,3401127.245383946,2024-10-04T18:00:37Z
4333513.832162719,3401088.9136699256,2024-10-04T19:00:10Z
4333569.169060915,3401136.9108483996,2024-10-04T20:00:09Z
4333567.182289768,3401139.1313109198,2024-10-04T21:00:36Z
4333574.735834136,3401030.0927880504,2024-10-04T22:00:10Z
4333507.273488901,3401072.20391558,2024-10-04T23:00:36Z
4333605.987401566,3401195.988252283,2024-10-05T00:00:38Z
4333998.113590538,3401224.858411609,2024-10-05T01:00:11Z
4333555.646761394,3401255.9492795556,2024-10-05T02:00:12Z
4333524.013043603,3401233.6095659547,2024-10-05T03:00:38Z
4333491.751141218,3401199.0271775187,2024-10-05T04:00:38Z
4333499.126098935,3401156.758499748,2024-10-05T05:00:10Z
4333274.074878317,3401116.11366775,2024-10-05T06:00:38Z
4333271.425060269,3401119.4453922156,2024-10-05T07:00:36Z
4333274.764094062,3401104.987032936,2024-10-05T08:00:15Z
4333278.025014886,3401120.57516309,2024-10-05T09:00:38Z
4333274.738056674,3401115.0025286544,2024-10-05T10:00:09Z
4333277.33868717,3401130.588964603,2024-10-05T11:00:09Z
4333220.949604819,3401232.825916454,2024-10-05T12:00:37Z
4333227.607053173,3401211.6989597497,2024-10-05T13:00:12Z
4333225.591658666,3401225.0478930697,2024-10-05T14:00:36Z
4333208.341188558,3401257.27621568,2024-10-05T15:00:10Z
4333220.966887633,3401226.148919012,2024-10-05T16:00:38Z
4333233.537966993,3401216.165480773,2024-10-05T17:00:09Z
4333644.032961111,3401289.5672432147,2024-10-05T18:00:36Z
4334212.701154216,3401933.2130520386,2024-10-05T19:00:36Z
4334224.5873496635,3401932.1330533433,2024-10-05T20:00:36Z
4334209.334902982,3401956.5734193237,2024-10-05T21:00:12Z
4334211.978688604,3401955.467878822,2024-10-05T22:00:36Z
4334245.612900548,3401967.8021368706,2024-10-05T23:00:11Z
4334239.699496641,3401957.7701977557,2024-10-06T00:00:38Z
4334223.142312194,3401976.64270353,2024-10-06T01:00:36Z
4333911.745338467,3401902.3446261333,2024-10-06T02:00:36Z
4333716.379920119,3401394.3659899514,2024-10-06T03:00:11Z
4333487.114509385,3401204.579277295,2024-10-06T04:00:36Z
4333397.247324979,3400979.5518420725,2024-10-06T05:00:13Z
4333273.423271205,3401112.7734755073,2024-10-06T06:00:37Z
4333276.052840894,3401117.2315821555,2024-10-06T07:00:13Z
4333272.088237537,3401118.334252749,2024-10-06T08:00:11Z
4333274.074878317,3401116.11366775,2024-10-06T09:00:37Z
4333277.382092204,3401113.8964717425,2024-10-06T10:00:09Z
4333275.380982934,3401121.6812196523,2024-10-06T11:00:11Z
4333277.382092204,3401113.8964717425,2024-10-06T12:00:37Z
4333275.395448939,3401116.1170553565,2024-10-06T13:00:38Z
4333278.705557424,3401112.7870273986,2024-10-06T14:00:10Z
4333287.318232484,3401101.6807331587,2024-10-06T15:00:10Z
4333274.735163629,3401116.115361508,2024-10-06T16:00:38Z
4333275.395448939,3401116.1170553565,2024-10-06T17:00:10Z
4333267.665743844,3401041.5369338994,2024-10-06T18:00:12Z
4333265.673293232,3401045.983187234,2024-10-06T19:00:37Z
4333272.308060833,3401033.758955977,2024-10-06T20:00:11Z
4333262.357367283,3401051.5388898947,2024-10-06T21:00:18Z
4333315.34055199,3400990.468743711,2024-10-06T22:01:06Z
4333473.986686108,3400925.222092978,2024-10-06T23:00:10Z
4333491.169517309,3400919.7027137084,2024-10-07T00:00:38Z
4333440.994542413,3400916.2334805797,2024-10-07T01:00:12Z
4333456.2345885215,3400896.24200052,2024-10-07T02:00:15Z
4333442.9725496555,3400917.3514639298,2024-10-07T03:00:38Z
4333474.6411181195,3400927.449479742,2024-10-07T04:00:10Z
4333255.333862304,3400959.1551559903,2024-10-07T05:00:27Z
4333255.330973969,3400960.267988832,2024-10-07T06:00:37Z
4333252.683970116,3400962.486890777,2024-10-07T07:00:12Z
4333248.070482408,3400959.136559207,2024-10-07T08:00:14Z
4333257.960646559,3400964.726085389,2024-10-07T09:00:38Z
4333294.859571865,3400994.8674373925,2024-10-07T10:00:36Z
4333282.348565444,3400981.4812249662,2024-10-07T11:00:10Z
4333278.3983157575,3400977.0197261954,2024-10-07T12:00:36Z
4333275.12572201,3400965.882927512,2024-10-07T13:00:14Z
4333275.75998987,3400975.9001168865,2024-10-07T14:00:36Z
4333275.731058219,3400987.0284452257,2024-10-07T15:00:10Z
4333251.37779353,3400956.919345241,2024-10-07T16:00:38Z
4333255.994169565,3400959.156847154,2024-10-07T17:00:10Z
4333611.213118242,3401217.145992589,2024-10-07T18:00:11Z
4334160.560694638,3401691.582827297,2024-10-07T19:00:37Z
4334214.644282955,3401946.572512271,2024-10-07T20:00:20Z
4334217.263147591,3401954.369634683,2024-10-07T21:00:38Z
4334213.311484537,3401951.0201953584,2024-10-07T22:00:36Z
4334206.0309510315,3401957.6771388897,2024-10-07T23:00:10Z
4334081.348708928,3401925.062195214,2024-10-08T00:00:36Z
4333829.775963451,3401455.8749506143,2024-10-08T01:00:38Z
4333673.711847699,3401301.887009694,2024-10-08T02:00:09Z
4333427.612540311,3400982.969129007,2024-10-08T03:00:10Z
4333279.052832635,3400979.2470862092,2024-10-08T04:00:37Z
4333277.066132329,3400981.4676691084,2024-10-08T05:00:10Z
4333271.14653165,3400972.549763061,2024-10-08T06:00:38Z
4333265.525859621,3401102.7376628574,2024-10-08T07:00:16Z
4333279.374525598,3401109.4502232377,2024-10-08T08:00:38Z
4333276.704445511,3401120.5717747575,2024-10-08T09:00:38Z
4333274.074878317,3401116.11366775,2024-10-08T10:00:10Z
4333273.423271205,3401112.7734755073,2024-10-08T11:00:36Z
4333277.367623867,3401119.4606360244,2024-10-08T12:00:10Z
4333274.077771206,3401115.0008348967,2024-10-08T13:00:11Z
4333276.718913072,3401115.007610475,2024-10-08T14:00:37Z
4333278.699769467,3401115.0126931155,2024-10-08T15:00:10Z
4333275.389662538,3401118.342721078,2024-10-08T16:00:36Z
4333283.324662783,3401113.9117229474,2024-10-08T17:00:11Z
4333337.802480923,3400986.075244758,2024-10-08T18:00:17Z
4333502.288759156,3400959.794006538,2024-10-08T19:00:37Z
4333504.269680633,3400959.799182534,2024-10-08T20:00:09Z
4333495.685687547,3400959.7767591416,2024-10-08T21:00:11Z
4333501.631398378,3400958.679448678,2024-10-08T22:01:00Z
4333501.625505614,3400960.9051141012,2024-10-08T23:00:11Z
4333557.730882696,3400968.8419058593,2024-10-09T00:00:36Z
4333616.890784975,3401069.1531705293,2024-10-09T01:00:36Z
4333597.108749814,3401059.085486957,2024-10-09T02:00:09Z
4333449.226523448,3401049.795735,2024-10-09T03:00:10Z
4333449.440712801,3400968.558944408,2024-10-09T04:00:37Z
4333417.710908066,3400981.8305831216,2024-10-09T05:00:10Z
4333248.79141196,3400935.768759707,2024-10-09T06:00:17Z
4333279.710242988,3400980.361613479,2024-10-09T07:00:38Z
4333275.757096706,3400977.0129497186,2024-10-09T08:00:10Z
4333278.404103329,3400974.7940605367,2024-10-09T09:00:36Z
4333286.298807647,3400985.942727001,2024-10-09T10:00:30Z
4333311.518009772,3400937.042573988,2024-10-09T11:00:11Z
4333275.930686006,3400910.2429801393,2024-10-09T12:00:38Z
4333289.12248667,3400915.84104158,2024-10-09T13:00:12Z
4333281.83877832,3400923.6122232666,2024-10-09T14:00:38Z
4333269.315978624,3400914.6773764114,2024-10-09T15:00:18Z
4333279.18595368,3400928.056776191,2024-10-09T16:00:36Z
4333304.993206155,3400906.979104048,2024-10-09T17:00:15Z
4333497.719627045,3400939.7509435974,2024-10-09T18:00:17Z
4333758.665761028,3401383.350154742,2024-10-09T19:00:37Z
4333788.979889119,3401404.5750586158,2024-10-09T20:00:12Z
4333784.349134244,3401407.9012053106,2024-10-09T21:00:36Z
4333806.049663601,3401440.2316179033,2024-10-09T22:00:11Z
4334208.092412456,3401928.748961312,2024-10-09T23:00:30Z
4334396.2697338825,3401919.2566229673,2024-10-10T00:00:37Z
4334066.781795015,3401940.602159996,2024-10-10T01:00:36Z
4333595.683607917,3401593.2451958572,2024-10-10T02:00:13Z
4333573.369548308,3401543.108677352,2024-10-10T03:00:38Z
4333577.313113306,3401549.796085864,2024-10-10T04:00:11Z
4333596.634813838,3401484.1893230844,2024-10-10T05:00:14Z
4333276.626835202,3401404.345854067,2024-10-10T06:01:00Z
4333277.903914357,3401421.041736041,2024-10-10T07:00:12Z
4333217.685695823,3401218.350657861,2024-10-10T08:00:36Z
4333225.009186325,3401194.999717775,2024-10-10T09:00:12Z
4333219.657868406,3401221.694214799,2024-10-10T10:00:37Z
4333218.340207151,3401220.5780096604,2024-10-10T11:00:13Z
